id,bed_id,course,piece_id,receiver_id,kind,entry_face,u_from_A_mm,v_mm,w_up_mm,entry_x_mm,entry_y_mm,entry_z_mm,direction_x,direction_y,direction_z,screw_id,screw_length_mm,diameter_mm,through_mm,penetration_mm,pilot_mode,pilot_diameter_mm,pilot_depth_mm
first-bed-01-C2-E-F06,first-bed-01,2,first-bed-01-C2-E,first-bed-01-C1-E,stack,top,700.0,50.0,200,2350.0,700.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-E-F07,first-bed-01,2,first-bed-01-C2-E,first-bed-01-C1-E,stack,top,1200.0,50.0,200,2350.0,1200.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-N-F01,first-bed-01,2,first-bed-01-C2-N,first-bed-01-C1-N,stack,top,200.0,50.0,200,300.0,1350.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-N-F02,first-bed-01,2,first-bed-01-C2-N,first-bed-01-C1-N,stack,top,800.0,50.0,200,900.0,1350.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-N-F03,first-bed-01,2,first-bed-01-C2-N,first-bed-01-C1-N,stack,top,1400.0,50.0,200,1500.0,1350.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-N-F04,first-bed-01,2,first-bed-01-C2-N,first-bed-01-C1-N,stack,top,2000.0,50.0,200,2100.0,1350.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-S-F01,first-bed-01,2,first-bed-01-C2-S,first-bed-01-C1-S,stack,top,200.0,50.0,200,300.0,50.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-S-F02,first-bed-01,2,first-bed-01-C2-S,first-bed-01-C1-S,stack,top,800.0,50.0,200,900.0,50.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-S-F03,first-bed-01,2,first-bed-01-C2-S,first-bed-01-C1-S,stack,top,1400.0,50.0,200,1500.0,50.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-S-F04,first-bed-01,2,first-bed-01-C2-S,first-bed-01-C1-S,stack,top,2000.0,50.0,200,2100.0,50.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-W-F01,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C2-S,corner,outer,50.0,0,50.0,0,50.0,250.0,1,0,0,wickes-287686,150,7,100,50,unconfirmed,,
first-bed-01-C2-W-F02,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C2-S,corner,outer,50.0,0,150.0,0,50.0,350.0,1,0,0,wickes-287686,150,7,100,50,unconfirmed,,
first-bed-01-C2-W-F03,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C2-N,corner,outer,1350.0,0,50.0,0,1350.0,250.0,1,0,0,wickes-287686,150,7,100,50,unconfirmed,,
first-bed-01-C2-W-F04,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C2-N,corner,outer,1350.0,0,150.0,0,1350.0,350.0,1,0,0,wickes-287686,150,7,100,50,unconfirmed,,
first-bed-01-C2-W-F05,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C1-W,stack,top,200.0,50.0,200,50.0,200.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-W-F06,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C1-W,stack,top,700.0,50.0,200,50.0,700.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
first-bed-01-C2-W-F07,first-bed-01,2,first-bed-01-C2-W,first-bed-01-C1-W,stack,top,1200.0,50.0,200,50.0,1200.0,400,0,0,-1,wickes-287688,250,7,200,50,unconfirmed,,
